GA | iter = 106 | Mean = 0.004590243 | Best = 0.004975000
GA | iter = 160 | Mean = 0.007675097 | Best = 0.008286859
GA | iter = 161 | Mean = 0.007679959 | Best = 0.008286859
GA | iter = 162 | Mean = 0.007697543 | Best = 0.008286859
GA | iter = 163 | Mean = 0.007707637 | Best = 0.008286859
GA | iter = 164 | Mean = 0.007687022 | Best = 0.008286859
GA | iter = 165 | Mean = 0.007703832 | Best = 0.008286859
GA | iter = 166 | Mean = 0.007695165 | Best = 0.008286859
GA | iter = 167 | Mean = 0.007703026 | Best = 0.008286859
GA | iter = 168 | Mean = 0.007701105 | Best = 0.008429521
GA | iter = 169 | Mean = 0.007709911 | Best = 0.008429521
GA | iter = 170 | Mean = 0.007723399 | Best = 0.008429521
GA | iter = 171 | Mean = 0.007732886 | Best = 0.008429521
GA | iter = 172 | Mean = 0.007727403 | Best = 0.008429521
GA | iter = 173 | Mean = 0.007739197 | Best = 0.008429521
GA | iter = 174 | Mean = 0.007734552 | Best = 0.008429521
GA | iter = 175 | Mean = 0.007730505 | Best = 0.008429521
GA | iter = 176 | Mean = 0.007728028 | Best = 0.008429521
GA | iter = 177 | Mean = 0.007736756 | Best = 0.008429521
GA | iter = 178 | Mean = 0.007731297 | Best = 0.008429521
GA | iter = 179 | Mean = 0.007758525 | Best = 0.008429521
GA | iter = 180 | Mean = 0.007760836 | Best = 0.008429521
GA | iter = 181 | Mean = 0.007771830 | Best = 0.008429521
GA | iter = 182 | Mean = 0.007782605 | Best = 0.008429521
GA | iter = 183 | Mean = 0.007789009 | Best = 0.008429521
GA | iter = 184 | Mean = 0.007800285 | Best = 0.008429521
GA | iter = 185 | Mean = 0.007808685 | Best = 0.008429521
GA | iter = 186 | Mean = 0.007795809 | Best = 0.008429521
GA | iter = 187 | Mean = 0.007797779 | Best = 0.008429521
GA | iter = 188 | Mean = 0.007808900 | Best = 0.008429521
GA | iter = 189 | Mean = 0.007823523 | Best = 0.008429521
GA | iter = 190 | Mean = 0.007828620 | Best = 0.008429521
GA | iter = 191 | Mean = 0.007834209 | Best = 0.008429521
GA | iter = 192 | Mean = 0.007837661 | Best = 0.008429521
GA | iter = 193 | Mean = 0.007856671 | Best = 0.008429521
GA | iter = 194 | Mean = 0.007861125 | Best = 0.008429521
GA | iter = 195 | Mean = 0.007872705 | Best = 0.008429521
GA | iter = 196 | Mean = 0.007866288 | Best = 0.008429521
GA | iter = 197 | Mean = 0.007849501 | Best = 0.008429521
GA | iter = 198 | Mean = 0.007864184 | Best = 0.008429521
GA | iter = 199 | Mean = 0.007889251 | Best = 0.008540626
GA | iter = 200 | Mean = 0.007892173 | Best = 0.008540626
GA | iter = 201 | Mean = 0.007899254 | Best = 0.008540626
GA | iter = 202 | Mean = 0.007902734 | Best = 0.008540626
GA | iter = 203 | Mean = 0.007904538 | Best = 0.008540626
GA | iter = 204 | Mean = 0.007912182 | Best = 0.008540626
GA | iter = 205 | Mean = 0.007912721 | Best = 0.008540626
GA | iter = 206 | Mean = 0.007906869 | Best = 0.008540626
GA | iter = 207 | Mean = 0.007904774 | Best = 0.008540626
GA | iter = 208 | Mean = 0.007905780 | Best = 0.008540626
GA | iter = 209 | Mean = 0.007906134 | Best = 0.008544156
GA | iter = 210 | Mean = 0.007913954 | Best = 0.008544156
GA | iter = 211 | Mean = 0.007915233 | Best = 0.008544156
GA | iter = 212 | Mean = 0.007927352 | Best = 0.008544156
GA | iter = 213 | Mean = 0.007914719 | Best = 0.008544156
GA | iter = 214 | Mean = 0.007899110 | Best = 0.008544156
GA | iter = 215 | Mean = 0.007914732 | Best = 0.008544156
GA | iter = 216 | Mean = 0.007928197 | Best = 0.008544156
GA | iter = 217 | Mean = 0.007939376 | Best = 0.008544156
GA | iter = 218 | Mean = 0.007942174 | Best = 0.008544156
GA | iter = 219 | Mean = 0.007942237 | Best = 0.008544156
GA | iter = 220 | Mean = 0.007936563 | Best = 0.008544156
GA | iter = 221 | Mean = 0.007934802 | Best = 0.008544156
GA | iter = 222 | Mean = 0.007930157 | Best = 0.008544156
GA | iter = 223 | Mean = 0.007927784 | Best = 0.008544156
GA | iter = 224 | Mean = 0.007936384 | Best = 0.008544156
GA | iter = 225 | Mean = 0.007941610 | Best = 0.008544156
GA | iter = 226 | Mean = 0.007942974 | Best = 0.008544156
GA | iter = 227 | Mean = 0.007939103 | Best = 0.008544156
GA | iter = 228 | Mean = 0.007943105 | Best = 0.008544156
GA | iter = 229 | Mean = 0.007942193 | Best = 0.008544156
GA | iter = 230 | Mean = 0.007943464 | Best = 0.008544156
GA | iter = 231 | Mean = 0.007938282 | Best = 0.008544156
GA | iter = 232 | Mean = 0.007941577 | Best = 0.008544156
GA | iter = 233 | Mean = 0.007956991 | Best = 0.008790745
GA | iter = 234 | Mean = 0.007972888 | Best = 0.008790745
GA | iter = 235 | Mean = 0.007976986 | Best = 0.008790745
GA | iter = 236 | Mean = 0.007988675 | Best = 0.008790745
GA | iter = 237 | Mean = 0.007994074 | Best = 0.008790745
GA | iter = 238 | Mean = 0.007997825 | Best = 0.008790745
GA | iter = 239 | Mean = 0.008015966 | Best = 0.008790745
GA | iter = 240 | Mean = 0.008019149 | Best = 0.008790745
GA | iter = 241 | Mean = 0.008039584 | Best = 0.008790745
GA | iter = 242 | Mean = 0.008028785 | Best = 0.008790745
GA | iter = 243 | Mean = 0.008030063 | Best = 0.008790745
GA | iter = 244 | Mean = 0.008029659 | Best = 0.008790745
GA | iter = 245 | Mean = 0.008047752 | Best = 0.008813462
GA | iter = 246 | Mean = 0.008047739 | Best = 0.008813462
GA | iter = 247 | Mean = 0.008064788 | Best = 0.008813462
GA | iter = 248 | Mean = 0.008051758 | Best = 0.008813462
GA | iter = 249 | Mean = 0.008067336 | Best = 0.008813462
GA | iter = 250 | Mean = 0.008073567 | Best = 0.008813462
GA | iter = 251 | Mean = 0.008078977 | Best = 0.008813462
GA | iter = 252 | Mean = 0.008072444 | Best = 0.008813462
GA | iter = 253 | Mean = 0.008097811 | Best = 0.008813462
GA | iter = 254 | Mean = 0.008112831 | Best = 0.008813462
GA | iter = 255 | Mean = 0.008100893 | Best = 0.008813462
GA | iter = 256 | Mean = 0.008101535 | Best = 0.008813462
GA | iter = 257 | Mean = 0.008094699 | Best = 0.008813462
GA | iter = 258 | Mean = 0.008091633 | Best = 0.008813462
GA | iter = 259 | Mean = 0.008097651 | Best = 0.008813462
GA | iter = 260 | Mean = 0.008126739 | Best = 0.008827487
GA | iter = 261 | Mean = 0.008134432 | Best = 0.008827487
GA | iter = 262 | Mean = 0.008146183 | Best = 0.008827487
GA | iter = 263 | Mean = 0.008146188 | Best = 0.008827487
GA | iter = 264 | Mean = 0.008136820 | Best = 0.008827487
GA | iter = 265 | Mean = 0.008150686 | Best = 0.008827487
GA | iter = 266 | Mean = 0.008159853 | Best = 0.008827487
GA | iter = 267 | Mean = 0.008160221 | Best = 0.008827487
GA | iter = 268 | Mean = 0.008172192 | Best = 0.008827487
GA | iter = 269 | Mean = 0.008168039 | Best = 0.008827487
GA | iter = 270 | Mean = 0.008166948 | Best = 0.008827487
GA | iter = 271 | Mean = 0.008183027 | Best = 0.008827487
GA | iter = 272 | Mean = 0.008175229 | Best = 0.008827487
GA | iter = 273 | Mean = 0.008173283 | Best = 0.008827487
GA | iter = 274 | Mean = 0.008172250 | Best = 0.008827487
GA | iter = 275 | Mean = 0.008166881 | Best = 0.008827487
GA | iter = 276 | Mean = 0.008168776 | Best = 0.008827487
GA | iter = 277 | Mean = 0.008165434 | Best = 0.008827487
GA | iter = 278 | Mean = 0.008156562 | Best = 0.008827487
GA | iter = 279 | Mean = 0.008155941 | Best = 0.008827487
GA | iter = 280 | Mean = 0.008160692 | Best = 0.008827487
GA | iter = 281 | Mean = 0.008170838 | Best = 0.008827487
GA | iter = 282 | Mean = 0.008164417 | Best = 0.008827487
GA | iter = 283 | Mean = 0.008173253 | Best = 0.008827487
GA | iter = 284 | Mean = 0.008180873 | Best = 0.008827487
GA | iter = 285 | Mean = 0.008191189 | Best = 0.008827487
GA | iter = 286 | Mean = 0.008193406 | Best = 0.008827487
GA | iter = 287 | Mean = 0.008204364 | Best = 0.008827487
GA | iter = 288 | Mean = 0.008204642 | Best = 0.008827487
GA | iter = 289 | Mean = 0.008199236 | Best = 0.008827487
GA | iter = 290 | Mean = 0.008197415 | Best = 0.008827487
GA | iter = 291 | Mean = 0.008198768 | Best = 0.008827487
GA | iter = 292 | Mean = 0.008211859 | Best = 0.008827487
GA | iter = 293 | Mean = 0.008208998 | Best = 0.008827487
GA | iter = 294 | Mean = 0.008213768 | Best = 0.008912125
GA | iter = 295 | Mean = 0.008228247 | Best = 0.008912125
GA | iter = 296 | Mean = 0.008227270 | Best = 0.008912125
GA | iter = 297 | Mean = 0.008216957 | Best = 0.008912125
GA | iter = 298 | Mean = 0.008227849 | Best = 0.008912125
GA | iter = 299 | Mean = 0.008232949 | Best = 0.008912125
GA | iter = 300 | Mean = 0.008244684 | Best = 0.008912125
> 
